index,school_type,region,gender,grade,counselling_purpose,question1,question2,question3,question4,question5,question6
S-2559,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,2,5,5,2,2
S-2566,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,2,5,1,2,4
S-2569,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,1,2,3,3,5
S-2571,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,5,3,2,3,1
S-2573,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,1,1,2,1,4
S-2592,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,1,5,3,5,3
S-2597,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,4,1,4,3,3
S-2598,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,4,5,5,4,2
S-2632,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,3,4,1,4,2
S-2633,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,5,4,3,5,3
S-2636,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,2,2,5,2,4
S-2643,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,2,2,1,1,5
S-2666,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,4,5,3,2,1
S-2670,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,3,3,4,2,3
S-2672,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,2,4,3,3,2
S-2702,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,4,2,2,5,5
S-2707,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,3,3,2,1,4
S-2711,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,2,1,3,2,3
S-2712,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,5,4,3,3,1
S-2714,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,3,5,4,2,2
S-2715,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,1,5,2,2,5
S-2718,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,3,4,1,2,3
S-2719,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,1,4,4,4,4
S-2746,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,2,1,4,5,2
S-2760,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,2,1,1,3,4
S-2762,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,1,2,1,1,3
S-2763,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,5,2,2,4,4
S-2764,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,4,2,2,1,5
S-2765,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,3,2,1,1,1
S-2766,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,4,4,3,5,5
S-2768,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,5,4,3,2,1
S-2769,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,2,5,3,5,2
S-2770,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,4,5,3,5,1
S-2771,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,5,3,2,5,3
S-2772,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,4,4,3,1,5
S-2773,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,1,5,2,2,4
S-2774,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,2,4,5,2,4
S-2775,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,1,2,2,1,5
S-2776,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,2,3,3,1,3
S-2780,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,1,1,1,3,4
S-2781,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,5,2,3,4,5
S-2782,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,4,1,2,4,3
S-2784,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,4,4,4,3,4
S-2865,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,2,4,2,3,4
S-2866,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,1,2,5,4,4
S-2867,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,5,4,4,1,5
S-2868,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,2,2,1,3,1
S-2869,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,4,5,1,2,5
S-2870,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,3,2,1,3,2
S-2871,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,2,1,2,5,4
S-2872,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,3,2,5,2,1
S-2874,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,1,4,3,2,4
S-2875,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,5,1,3,2,4
S-2877,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,1,5,4,2,4
S-2878,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,2,3,1,5,2
S-2879,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,5,4,3,4,1
S-2880,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,4,1,5,2,1
S-2881,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,1,2,2,2,4
S-2882,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,5,4,5,3,3
S-2883,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,4,3,3,4,4
S-2884,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,1,3,5,1,4
S-2885,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,1,1,5,4,5
S-2887,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,3,3,3,4,4
S-2888,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,5,5,2,5,5
S-2889,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,1,1,4,1,2
S-2890,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,3,5,4,2,1
S-2891,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,3,3,5,2,4
S-2892,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,3,3,2,5,1
S-2893,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,4,3,4,4,2
S-2895,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,4,1,3,2,2
S-2896,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,5,3,4,5,3
S-2897,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,1,2,4,2,3
S-2902,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,4,2,4,1,1
S-2905,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,3,3,1,3,5
S-2957,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,2,4,3,5,2
S-2961,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,2,1,4,3,3
S-2978,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,2,5,2,3,4
S-3005,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,3,2,2,3,1
S-3029,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,3,3,4,2,5
S-3037,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,5,5,4,1,2
S-3040,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,2,5,3,4,2
S-3053,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,5,4,1,3,3
S-3054,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,1,4,1,2,3
S-3078,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,3,3,1,5,2
S-3117,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,1,2,5,2,4
S-3118,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,5,2,2,3,3
S-3119,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,4,1,2,3,3
S-3122,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,5,4,3,5,2
S-3123,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,2,2,2,3,4
S-3124,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,2,5,5,2,1
S-3125,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,1,4,3,4,2
S-3127,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,3,2,3,3,2
S-3128,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,2,4,5,5,3
S-3129,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,1,4,5,4,2
S-3130,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,5,4,2,1,2
S-3131,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,3,1,1,5,1
S-3132,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,5,1,3,2,3
S-3133,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,1,1,1,3,1
S-3134,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,5,2,3,2,3
S-3135,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,4,1,5,4,1
S-3136,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,2,5,1,4,1
S-3137,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,5,5,5,4,3
S-3138,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,5,2,3,3,3
S-3139,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,1,2,3,3,2
S-3140,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,1,4,1,5,3
S-3142,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,4,1,5,5,3
S-3143,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,2,5,2,1,4
S-3146,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,4,4,5,5,3
S-3149,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,1,3,1,2,1
S-3150,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,1,1,2,3,5
S-3151,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,5,4,2,2,5
S-3152,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,1,2,3,2,4
S-3153,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,1,1,5,1,1
S-3154,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,4,2,4,5,5
S-3155,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,5,4,5,4,3
S-3156,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,5,4,5,1,2
S-3158,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,3,4,2,2,1
S-3159,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,3,1,1,2,5
S-3160,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,3,2,2,1,3
S-3161,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,4,3,4,5,1
S-3162,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,4,1,1,5,3
S-3163,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,2,4,2,3,3
S-3164,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,5,5,2,1,2
S-3165,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,4,4,4,3,1
S-3167,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,3,3,4,4,2
S-3169,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,4,4,4,2,3
S-3170,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,2,4,2,1,5
S-3171,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,2,3,5,1,4
S-3173,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,2,3,1,2,5
S-3175,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,2,2,5,3,5
S-3176,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,5,3,2,2,1
S-3178,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,1,5,2,3,2
S-3182,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,1,2,2,1,1
S-3183,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,1,5,5,5,1
S-3184,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,3,2,2,1,1
S-3186,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,2,2,5,4,3
S-3362,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,2,4,2,2,2
S-3363,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,4,3,4,2,5
S-3364,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,5,1,1,3,4
S-3365,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,1,2,2,5,2
S-3366,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,3,1,2,4,3
S-3368,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,5,1,4,5,1
S-3369,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,3,2,4,2,3
S-3370,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,3,5,2,2,4
S-3371,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,1,5,1,5,5
S-3373,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,2,5,5,1,5
S-3374,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,1,5,4,5,4
S-3378,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,4,1,2,2,4
S-3379,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,3,1,4,2,2
S-3380,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,5,4,3,1,5
S-3381,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,3,4,1,3,4
S-3382,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,1,4,2,4,4
S-3383,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,4,5,4,1,1
S-3384,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,3,1,2,1,1
S-3385,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,2,1,3,4,3
S-3386,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,4,2,3,1,4
S-3388,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,2,1,3,1,4
S-3389,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,3,3,5,3,1
S-3390,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,1,5,2,1,5
S-3391,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,3,1,4,1,3
S-3393,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,5,1,5,4,1
S-3394,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,5,4,3,4,5
S-3395,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,3,5,1,5,4
S-3402,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,5,1,3,2,4
S-3403,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,4,4,4,3,5
S-3404,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,2,5,2,3,1
S-3405,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,5,1,2,5,4
S-3406,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,1,5,2,2,1
S-3407,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,5,2,1,3,1
S-3408,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,3,1,4,2,3
S-3411,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,5,5,1,3,2
S-3418,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,4,4,5,3,2
S-3420,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,5,1,5,4,5
S-3421,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,2,5,2,5,5
S-3422,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,5,4,3,4,2
S-3423,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,3,2,5,1,5
S-3424,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,2,4,4,4,2
S-3426,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,1,4,5,2,2
S-3427,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,2,1,3,4,3
S-3428,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,2,5,1,3,5
S-3429,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,2,5,2,3,4
S-3430,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,3,1,4,1,5
S-3431,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,5,4,5,2,4
S-3432,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,4,1,1,1,4
S-3433,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,2,5,5,3,1
S-3434,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,5,3,3,2,3
S-3435,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,1,1,2,2,4
S-3436,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,2,4,5,3,5
S-3437,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,4,2,1,5,5
S-3438,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,1,1,4,3,3
S-3439,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,2,5,5,2,1
S-3440,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,1,4,2,1,3
S-3441,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,1,5,1,5,1
S-3443,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,3,3,3,1,1
S-3444,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,1,2,2,3,2
S-3445,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,2,5,1,1,3
S-3446,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,2,5,5,3,2
S-3447,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,2,3,3,5,4
S-3448,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,2,4,2,1,2
S-3449,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,2,4,3,2,3
S-3450,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,1,3,5,3,2
S-3451,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,3,2,5,3,1
S-3452,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,5,5,3,2,4
S-3453,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,1,1,3,2,3
S-3456,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,1,5,3,2,3
S-3457,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,2,1,3,5,2
S-3458,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,3,4,3,5,5
S-3460,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,3,5,4,2,5
S-3461,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,4,4,3,1,2
S-3462,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,1,3,1,2,2
S-3464,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,3,5,3,2,3
S-3465,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,5,3,2,2,4
S-3466,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,5,2,1,1,5
S-3467,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,4,3,5,1,2
S-3468,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,2,1,5,3,5
S-3469,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,1,4,3,4,4
S-3471,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,5,3,3,5,4
S-3472,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,5,5,5,4,1
S-3473,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,2,4,5,4,5
S-3476,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,4,2,5,1,5
S-3478,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,5,1,3,2,1
S-3479,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,2,4,3,4,4
S-3480,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,3,2,5,1,4
S-3481,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,2,4,3,2,3
S-3482,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,2,2,3,4,2
S-3483,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,2,3,1,1,4
S-3484,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,3,3,1,3,4
S-3485,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,4,3,4,4,3
S-3486,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,3,1,3,3,1
S-3487,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,1,1,1,5,1
S-3490,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,2,3,1,1,3
S-3491,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,2,4,2,4,2
S-3492,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,2,1,2,4,2
S-3493,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,2,5,2,4,5
S-3494,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,3,2,2,2,4
S-3495,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,2,2,3,1,3
S-3496,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,4,5,2,2,4
S-3497,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,4,4,5,1,5
S-3656,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,2,3,5,3,5
S-3657,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,5,3,4,4,5
S-3659,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,2,3,4,2,2
S-3661,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,2,3,3,3,4
S-3662,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,1,3,1,3,1
S-3664,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,4,3,4,2,3
S-3665,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,1,1,2,3,3
S-3666,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,3,1,2,1,3
S-3668,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,1,4,2,3,1
S-3669,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,1,3,5,2,3
S-3670,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,3,4,2,2,5
S-3671,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,3,3,2,2,2
S-3672,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,2,1,4,1,5
S-3673,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,2,3,4,5,3
S-3674,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,5,5,3,2,5
S-3676,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,1,5,4,4,1
S-3677,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,1,4,4,3,5
S-3678,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,5,2,2,2,5
S-3680,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,1,3,5,1,4
S-3681,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,4,3,2,5,1
S-3682,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,1,1,3,1,3
S-3684,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,3,5,2,2,3
S-3685,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,5,4,4,4,2
S-3686,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,5,2,4,5,5
S-3687,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,1,3,3,3,1
S-3688,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,2,4,5,3,4
S-3689,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,3,4,2,4,5
S-3690,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,1,1,2,4,4
S-3691,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,3,2,4,5,5
S-3692,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,4,2,5,2,5
S-3694,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,4,1,2,4,5
S-3697,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,2,2,2,5,3
S-3699,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,3,4,4,3,5
S-3701,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,2,2,5,3,1
S-3702,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,4,3,5,4,4
S-3703,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,1,1,1,5,4
S-3704,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,1,3,1,3,5
S-3705,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,1,2,3,2,4
S-3706,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,2,5,2,4,1
S-3707,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,5,3,5,4,4
S-3708,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,5,2,3,2,5
S-3712,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,3,3,1,1,4
S-3715,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,1,1,4,1,4
S-3716,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,3,5,2,4,1
S-3717,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,2,3,4,4,4
S-3718,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,3,5,1,4,3
S-3720,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,1,1,5,1,5
S-3721,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,1,3,1,5,2
S-3722,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,4,5,4,1,2
S-3723,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,2,5,5,4,1
S-3725,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,2,5,4,4,4
S-3739,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,4,4,5,1,2
