index,school_type,region,gender,grade,counselling_purpose,question1,question2,question3,question4,question5,question6
S-3523,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,2,1,1,5,5
S-3524,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,1,1,5,4,4
S-3525,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,5,2,3,5,5
S-3527,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,3,5,3,3,4
S-3529,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,3,5,3,4,1
S-3530,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,5,3,5,5,1
S-3531,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,2,4,1,2,4
S-3532,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,5,3,2,5,4
S-3533,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,4,1,4,4,4
S-3535,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,1,3,2,2,5
S-3536,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,2,3,4,4,5
S-3539,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,4,4,3,5,1
S-3540,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,3,3,3,5,5
S-3542,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,5,4,3,3,4
S-3543,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,4,3,2,4,4
S-3545,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,2,1,1,5,4
S-3546,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,2,1,3,5,4
S-3547,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,2,2,1,2,5
S-3548,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,4,2,3,4,1
S-3549,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,5,1,3,5,4
S-3550,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,2,3,1,2,1
S-3551,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,3,3,5,5,5
S-3555,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,4,3,4,4,2
S-3556,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,2,1,3,3,5
S-3557,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,4,3,3,2,3
S-3558,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,2,4,1,4,5
S-3560,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,3,3,2,4,1
S-3562,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,2,5,4,1,4
S-3563,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,4,1,3,4,1
S-3564,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,1,3,2,2,3
S-3565,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,2,1,2,1,2
S-3566,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,4,2,3,3,5
S-3567,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,4,5,4,3,3
S-3568,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,2,5,3,2,4
S-3569,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,5,5,2,2,1
S-3570,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,3,4,3,4,4
S-3571,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,1,4,5,5,1
S-3587,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,4,1,2,1,4
S-3589,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,2,2,3,5,3
S-3591,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,1,5,3,4,2
S-3592,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,3,2,4,2,3
S-3593,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,5,3,3,2,4
S-3594,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,4,1,3,1,2
S-3595,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,4,2,4,1,2
S-3596,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,1,3,3,3,3
S-3597,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,4,1,4,1,2
S-3598,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,5,4,3,1,2
S-3599,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,5,1,2,4,3
S-3601,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,1,5,2,4,1
S-3602,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,5,1,5,3,2
S-3604,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,3,4,2,2,1
S-3605,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,5,3,3,4,1
S-3606,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,4,3,2,3,3
S-3607,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,3,3,2,3,2
S-3608,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,5,2,3,1,2
S-3609,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,4,2,5,3,4
S-3610,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,1,5,3,4,4
S-3611,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,2,1,3,3,4
S-3612,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,4,1,3,1,5
S-3613,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,5,3,5,1,5
S-3617,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,1,3,5,5,1
S-3618,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,5,1,2,2,5
S-3619,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,5,4,5,3,3
S-3620,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,1,4,1,3,1
S-3621,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,3,5,4,4,1
S-3622,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,4,3,3,3,3
S-3623,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,2,3,5,4,5
S-3624,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,5,1,2,4,3
S-3626,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,3,2,3,5,5
S-3627,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,4,4,2,1,1
S-3628,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,5,2,4,1,5
S-3629,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,3,3,2,1,2
S-3630,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,5,3,5,5,3
S-3631,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,4,5,5,1,4
S-3632,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,1,5,2,5,2
S-3634,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,5,3,5,1,2
S-3636,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,2,3,4,5,1
S-3637,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,3,4,5,2,4
S-3639,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,1,4,4,1,5
S-3640,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,1,5,1,3,4
S-3641,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,1,1,1,2,4
S-3642,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,2,3,2,4,1
S-3643,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,2,4,4,3,4
S-3644,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,1,4,5,3,3
S-3646,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,4,2,1,1,3
S-3648,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,5,3,5,4,1
S-3649,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,4,3,1,1,3
S-3650,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,4,3,5,5,3
S-3651,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,1,2,1,3,4
S-3653,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,4,2,1,3,5
S-3654,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,1,2,4,3,4
S-3727,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,3,2,1,5,2
S-3728,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,2,2,5,3,2
S-3733,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,3,4,5,5,4
S-3735,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,4,4,2,1,2
S-3741,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,2,5,3,3,1
S-3755,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,1,3,3,5,5
S-3758,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,1,2,1,1,5
S-3762,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,2,4,4,4,4
S-3764,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,4,1,4,4,4
S-3766,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,1,1,1,3,2
S-3778,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,2,3,5,4,5
S-3779,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,4,3,5,2,3
S-3780,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,5,2,3,3,3
S-3784,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,3,1,2,4,2
S-3785,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,3,1,4,1,4
S-3793,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,3,2,1,3,2
S-3801,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,5,3,1,1,4
S-3807,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,2,4,4,3,1
S-3808,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,3,3,1,2,4
S-3810,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,4,1,2,5,3
S-3811,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,1,5,1,2,1
S-3813,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,4,5,2,2,1
S-3817,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,3,3,2,5,2
S-3818,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,3,4,4,2,1
S-3820,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,3,3,5,3,5
S-3821,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,3,2,1,1,3
S-3836,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,2,4,1,3,5
S-3840,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,5,5,2,4,2
S-3841,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,1,5,3,4,3
S-3842,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,5,3,3,4,2
S-3845,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,3,5,2,1,2
S-3846,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,2,4,2,1,5
S-3848,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,1,2,5,2,3
S-3852,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,4,5,2,2,3
S-3855,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,2,3,2,2,3
S-3858,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,4,5,3,3,3
S-3867,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,2,3,1,1,5
S-3878,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,1,4,4,1,1
S-3880,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,5,2,2,2,3
S-3884,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,3,2,2,2,2
S-3888,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,4,5,4,4,5
S-3891,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,5,5,1,4,4
S-3894,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,4,4,4,1,5
S-3903,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,4,1,5,2,2
S-3904,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,1,1,4,3,5
S-3907,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,1,4,2,2,3
S-3909,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,4,1,1,4,4
S-3910,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,2,4,5,1,5
S-3911,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,1,5,1,3,1
S-3914,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,1,4,1,2,4
S-3915,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,5,1,5,4,2
S-3918,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,5,4,4,4,3
S-3919,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,2,4,4,1,5
S-3921,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,2,4,2,2,1
S-3925,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,1,3,2,4,5
S-3929,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,2,2,1,1,5
S-3931,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,4,2,4,3,5
S-3935,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,5,1,5,3,3
S-3971,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,5,2,3,3,4
S-3978,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,3,5,2,4,2
S-3984,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,3,3,2,1,2
S-3992,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,2,1,5,5,5
S-3995,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,2,3,5,5,4
S-4006,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,3,3,3,1,4
S-4010,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,1,1,5,3,3
S-4011,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,2,2,4,5,4
S-4012,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,2,4,1,1,2
S-4014,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,5,3,4,5,3
S-4019,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,2,5,1,1,1
S-4022,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,1,2,4,5,3
S-4023,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,1,3,5,5,3
S-4024,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,2,2,1,3,1
S-4026,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,3,4,2,3,4
S-4028,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,5,1,4,3,1
S-4032,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,4,3,4,3,2
S-4034,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,5,1,3,2,2
S-4036,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,5,2,2,2,2
S-4040,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,2,2,4,2,5
S-4043,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,3,4,4,1,4
S-4045,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,3,5,4,4,2
S-4046,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,4,2,5,5,2
S-4049,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,2,5,1,4,1
S-4050,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,3,4,4,5,1
S-4051,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,4,5,5,2,5
S-4055,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,5,4,5,5,1
S-4056,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,1,2,4,2,1
S-4104,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,2,4,5,1,5
S-4105,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,3,5,1,2,1
S-4106,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,1,2,3,3,4
S-4107,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,3,1,4,3,2
S-4108,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,2,3,1,4,1
S-4110,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,1,3,3,5,4
S-4111,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,5,5,2,3,2
S-4113,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,3,2,5,5,2
S-4114,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,5,2,4,3,3
S-4115,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,4,3,2,4,4
S-4116,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,4,3,1,3,2
S-4117,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,4,4,5,1,5
S-4118,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,2,5,3,5,3
S-4120,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,4,1,1,1,4
S-4121,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,3,2,4,3,1
S-4123,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,3,1,1,3,1
S-4124,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,4,4,1,3,3
S-4125,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,1,1,4,2,2
S-4198,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,5,1,1,2,3
S-4199,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,3,2,4,5,5
S-4204,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,2,5,2,1,2
S-4217,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,2,5,2,5,5
S-4221,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,1,3,2,2,1
S-4224,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,3,2,2,5,4
S-4232,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,3,2,1,4,3
S-4239,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,1,4,5,5,3
S-4244,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,2,2,4,5,3
S-4246,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,5,5,3,3,2
S-4269,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,2,3,4,1,4
S-4274,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,5,3,5,1,4
S-4275,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,1,3,5,1,1
S-4278,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,2,3,4,3,5
S-4280,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,1,1,2,2,4
S-4282,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,4,5,5,2,4
S-4285,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,4,5,1,4,1
S-4288,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,1,2,2,1,4
S-4289,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,4,3,1,5,5
S-4291,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,3,5,3,2,5
S-4295,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,2,5,1,1,3
S-4297,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,5,4,2,2,3
S-4299,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,1,4,5,1,2
S-4301,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,5,4,1,2,3
S-4305,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,4,5,3,4,1
S-4309,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,2,2,3,2,4
S-4310,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,1,5,2,1,1
S-4311,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,1,1,3,1,1
S-4314,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,4,3,1,2,4
S-4315,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,5,5,2,1,4
S-4316,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,4,4,1,2,4
S-4318,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,3,3,1,2,1
S-4322,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,3,4,2,4,3
S-4325,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,1,4,5,3,5
S-4326,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,3,5,5,5,3
S-4327,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,1,1,5,4,2
S-4331,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,1,5,3,3,5
S-4333,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,4,5,2,1,4
S-4334,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,4,3,3,5,4
S-4336,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,2,4,5,4,3
S-4337,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,2,5,4,2,2
S-4341,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,2,1,3,5,5
S-4345,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,1,4,2,2,5
S-4349,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,1,5,5,2,3
S-4358,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,5,1,3,4,2
S-4377,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,1,1,4,2,4
S-4418,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,3,4,1,1,5
S-4422,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,5,3,1,4,1
S-4424,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,4,2,4,1,3
S-4426,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,2,4,1,5,5
S-4428,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,5,5,2,3,1
S-4430,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,3,5,1,4,2
S-4433,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,2,3,4,1,3
S-4435,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,5,5,5,3,2
S-4438,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,5,4,2,3,3
S-4442,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,3,1,4,3,4
S-4443,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,4,5,4,1,1
S-4445,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,2,4,1,2,3
S-4447,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,3,5,5,5,4
S-4448,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,5,3,3,1,4
S-4450,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,1,1,3,4,1
S-4451,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,2,4,2,1,2
S-4452,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,2,2,4,5,1
S-4455,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,1,3,1,4,2
S-4456,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,3,1,3,1,1
S-4457,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,4,3,4,2,5
S-4458,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,3,5,2,2,3
S-4462,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,3,4,3,3,4
S-4464,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,2,4,2,2,5
S-4466,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,3,1,4,5,4
S-4469,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,3,1,5,3,5
S-4471,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,1,2,5,5,4
S-4473,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,4,4,3,1,3
S-4477,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,2,3,4,2,1
S-4478,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,4,3,4,2,1
S-4479,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,5,5,3,4,4
S-4480,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,2,5,1,2,3
S-4481,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,2,2,1,1,1
S-4482,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,2,1,4,3,5
S-4484,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,4,4,1,1,2
S-4485,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,3,1,3,1,1
S-4487,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,2,2,3,2,2
S-4488,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,3,5,3,3,2
S-4493,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,5,5,3,5,2
S-4494,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,4,5,1,1,4
S-4496,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,4,3,5,1,1
S-4497,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,5,1,4,2,1
S-4498,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,5,3,3,5,4
S-4499,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,2,4,1,3,3
S-4500,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,2,3,5,1,1
S-4501,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,5,3,1,4,4
S-4502,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,4,3,3,2,4
S-4503,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,3,4,1,3,5
S-4505,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,2,4,5,3,5
S-4507,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,5,2,4,5,2
S-4508,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,1,1,1,1,4
S-4509,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,4,1,5,3,5
S-4511,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,5,2,3,5,4
S-4513,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,5,1,3,4,1
S-4514,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,3,5,2,1,4
S-4515,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,4,3,2,3,2
S-4518,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,1,5,3,5,5
